id;medio;ola;anexo;poblado;bienestar;corona;edad;sexo;origen;estado.civil;religion;jefehogar;vinculo.jefe;educ;educ.hoy;educ.hoy.tipo;personas.hogar;joven.estudiando.hogar;tiempo.escuela;tiempo.salud;trabaja.fuera.hogar;tiempo.trabajo;agua.potable;electricidad;internet.fijo;empleo;empleado.act.agropecuarias;empleado.no.agropecuario;cp.act.agropecuaria;cp.act.no.agropecuaria;jornalero;patron.agrop;patron.no.agrop;empl.domestico;empl.gob;empl.principal;pago.justo;lab.no.remuneradas;act.no.remuneradas;vivir.bien;juventud.aporta;educ.formal.trabajo;condiciones.prod.agricola;trabajo.infantil;empleo.calidad;capacidades.humanas;nuevos.empleos;acceso.tecnologia;preocupacion.alimentos;alimentacion.saludable;comido.menos;querer.estudiar;educacion.sirve;acceso.educacion;vida.saludable;acceso.salud;salud.mental;acceso.transporte;caminos;vivienda.apropiada;acceso.internet;cobertura.internet;sistema.salud;decisiones.economicas;labores.hogar;comunidad.valora;mujeres.violencia;mujer.trabaja;mismo.trabajo;salud.reproductiva;mismas.oportunidades;igual.salario;servicios.salud;transporte;act.comunitarias;trato.trabajo;trato.fam;caminar.solo;apoyo.comunidad;tiempo.familia;visiones;espacios.abiertos;juventud.participa;juventud.surge;municipios.trabajan;instituciones.presentes;comunicacion.autoridades;empresa.aporta.bienestar;estado.dialogante;empresa.dialogante;soluciones.colectivas;confianza.familia;confianza.municipalidad;confianza.gobernadores;confianza.jueces;confianza.policia;confianza.vecinos;confianza.com.campesinas;confianza.empresa;participa.org.local;org.local;valoran.formas.vida;intercambian.saberes;recursos.distribuyen.equitativa;politicas.reconocen.comunidades;condicion.bosques;condicion.tierra;condicion.rios;condicion.aire;condicion.mar;prod.respeta.ambiente;prod.adecuada.salud;tiempo.descanso;espacios.recreativos;disfrutan.naturaleza;preocupacion.mediambiente
444;telefonico;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;24;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Ingenieria civil;7;Si;00:05:00.000-05:00;00:10:00.000-05:00;Si;00:40:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Bueno;Regular;Bueno;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia poco;Confia poco;Confia poco;Confia poco;Confia poco;No;;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Mala;Regular;Mala;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo
445;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;18;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Mecanica automotriz;8;No;;00:05:00.000-05:00;No;;Si;Si;Si;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otro hombre dentro del hogar;De algunas tareas;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Bueno;Muy bueno;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;Confia;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
446;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Demasiado;47;Mujer;Mestizo/a;Separado/a;Mormona;Si;;Profesional o tecnico;No;;4;Si;00:10:00.000-05:00;00:20:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Si;Si;Si;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Usted;De algunas tareas;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Regular;Bueno;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia;No confia ni mucho ni poco;No;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy buena;Buena;Buena;Muy buena;Buena;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
447;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;28;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;5;NA;;00:30:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Otra mujer dentro del hogar;De algunas tareas;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Regular;Bueno;Bueno;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia;No confia;No;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Regular;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo
448;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Demasiado;19;Mujer;Mestizo/a;Union libre;NA;Si;;Secundaria;No;;2;No;;00:20:00.000-05:00;No;;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Usted;De todas las tareas;De acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Bueno;Bueno;Bueno;Muy bueno;Muy bueno;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;No confia;No confia;Confia poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
449;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;20;Hombre;Mestizo/a;Union libre;NA;No;Conyuge o pareja;Secundaria;No;;2;No;;00:15:00.000-05:00;Si;01:00:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Su pareja;De algunas tareas;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Regular;Bueno;Regular;Muy bueno;Muy bueno;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;No confia;No confia ni mucho ni poco;No confia;No confia;No confia;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Mala;Regular;Mala;Buena;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
450;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;24;Hombre;Mestizo/a;Union libre;NA;Si;;Secundaria;No;;2;No;;00:30:00.000-05:00;Si;01:00:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;Usted;De algunas tareas;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Malo;Bueno;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;Confia poco;Confia poco;Confia;Confia poco;Confia poco;No confia;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Buena;Regular;Buena;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
451;Presencial;Ola 1;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Ni mucho ni poco;49;Mujer;Mestizo/a;Separado/a;NA;Si;;Primaria;No;;2;No;;00:30:00.000-05:00;No;;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;En desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Usted;De muchas tareas;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy malo;Regular;Regular;Regular;Muy bueno;Muy en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Confia;No confia;No confia;Confia poco;No confia;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Mala;Muy mala;Mala;Muy mala;Muy mala;Muy en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo
452;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Mala;Demasiado;24;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Secundaria;No;;2;No;;00:20:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Otra mujer dentro del hogar;De algunas tareas;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy malo;Muy malo;Muy malo;Regular;Muy bueno;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia;No confia;Confia poco;No confia;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia;No;;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy mala;Muy mala;Mala;Muy mala;Mala;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo
453;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;36;Mujer;Mestizo/a;Soltero/a;NA;Si;;Primaria;No;;3;Si;00:10:00.000-05:00;00:15:00.000-05:00;No;;No;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Usted;De muchas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy malo;Bueno;Regular;Bueno;Muy bueno;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;Confia;No confia;Confia poco;Confia poco;Confia poco;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo
454;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;48;Mujer;Mestizo/a;Casado/a;NA;No;Conyuge o pareja;Secundaria;No;;4;Si;00:15:00.000-05:00;00:20:00.000-05:00;No;;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Su pareja;De todas las tareas;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Regular;Regular;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;Confia;Confia poco;Confia;No confia;Confia;No confia ni mucho ni poco;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy buena;Buena;Buena;Buena;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo
455;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;76;Mujer;Mestizo/a;Viudo/a;NA;Si;;Sin educacion formal;No;;1;No;;00:30:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Usted;De todas las tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Malo;Bueno;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia;No confia;Confia;No confia;No confia ni mucho ni poco;No confia;No confia;No;;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo
456;Presencial;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;54;Mujer;Mestizo/a;Casado/a;NA;Si;;Primaria;No;;5;Si;00:10:00.000-05:00;00:20:00.000-05:00;Si;00:40:00.000-05:00;Si;Si;No;Si;0;0;1;0;0;0;0;0;0;Trabajador/a por cuenta propia en actividades agropecuarias;De acuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;Si;Si;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Usted;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Malo;Bueno;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Confia mucho;Confia poco;No confia ni mucho ni poco;Confia;Confia poco;No confia ni mucho ni poco;Confia poco;No confia;No;;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
